tamano_aula	50
tamano_equipos	5

1	F	4.0	12.0	11.0	16.0	3.0	1.0	12.0	12.0
2	F	10.0	6.0	11.0	6.0	23.0	4.0	31.0	9.0
3	F	11.0	17.0	21.0	17.0	1.0	17.0	9.0	6.0
4	M	11.0	12.0	8.0	9.0	7.0	4.0	10.0	9.0
5	F	9.0	7.0	6.0	7.0	9.0	4.0	25.0	3.0
6	F	9.0	5.0	7.0	8.0	10.0	7.0	21.0	3.0
7	M	11.0	11.0	14.0	6.0	2.0	5.0	14.0	7.0
8	M	13.0	14.0	17.0	0.0	9.0	10.0	7.0	0.0
9	F	10.0	11.0	10.0	6.0	7.0	9.0	9.0	8.0
10	F	0.0	13.0	26.0	7.0	5.0	3.0	10.0	6.0
11	M	7.0	12.0	11.0	6.0	5.0	6.0	10.0	13.0
12	F	13.0	10.0	15.0	6.0	8.0	5.0	10.0	3.0
13	F	12.0	11.0	7.0	7.0	9.0	5.0	13.0	6.0
14	M	7.0	9.0	6.0	7.0	14.0	8.0	15.0	4.0
15	M	9.0	9.0	11.0	10.0	4.0	10.0	5.0	13.0
16	F	5.0	25.0	13.0	10.0	8.0	8.0	18.0	12.0
17	M	4.0	1.0	5.0	17.0	17.0	16.0	7.0	2.0
18	M	12.0	7.0	6.0	8.0	10.0	9.0	15.0	3.0
19	M	5.0	9.0	16.0	15.0	5.0	3.0	9.0	8.0
20	M	12.0	14.0	14.0	11.0	11.0	12.0	14.0	12.0
21	F	5.0	10.0	12.0	13.0	6.0	6.0	12.0	6.0
22	F	11.0	10.0	12.0	8.0	8.0	11.0	11.0	0.0
23	F	8.0	8.0	10.0	11.0	10.0	6.0	9.0	8.0
24	M	12.0	5.0	13.0	12.0	6.0	8.0	9.0	5.0
25	F	6.0	8.0	10.0	3.0	9.0	4.0	19.0	10.0
26	F	16.0	10.0	12.0	12.0	12.0	10.0	14.0	14.0
27	F	0.0	5.0	19.0	5.0	20.0	14.0	0.0	6.0
28	F	11.0	8.0	15.0	3.0	8.0	4.0	18.0	3.0
29	F	6.0	10.0	37.0	6.0	4.0	3.0	14.0	20.0
30	M	10.0	4.0	9.0	8.0	8.0	7.0	18.0	6.0
31	F	5.0	7.0	15.0	11.0	6.0	7.0	5.0	12.0
32	M	3.0	11.0	16.0	11.0	8.0	8.0	6.0	9.0
33	M	9.0	18.0	5.0	8.0	5.0	6.0	11.0	7.0
34	F	16.0	3.0	16.0	2.0	4.0	9.0	9.0	10.0
35	M	14.0	13.0	12.0	4.0	4.0	9.0	10.0	4.0
36	M	16.0	8.0	7.0	13.0	0.0	11.0	15.0	0.0
37	F	9.0	4.0	16.0	7.0	6.0	8.0	7.0	13.0
38	M	7.0	3.0	12.0	2.0	10.0	5.0	22.0	9.0
39	F	9.0	9.0	21.0	7.0	7.0	4.0	7.0	4.0
40	M	8.0	9.0	10.0	5.0	8.0	5.0	16.0	9.0
41	F	9.0	6.0	18.0	8.0	8.0	7.0	9.0	5.0
42	M	14.0	5.0	7.0	0.0	4.0	1.0	24.0	15.0
43	F	3.0	12.0	15.0	6.0	9.0	6.0	16.0	3.0
44	M	5.0	11.0	29.0	4.0	7.0	4.0	1.0	9.0
45	F	10.0	12.0	15.0	10.0	12.0	10.0	19.0	12.0
46	M	6.0	6.0	13.0	13.0	7.0	4.0	12.0	9.0
47	M	11.0	10.0	23.0	13.0	11.0	14.0	13.0	4.0
48	F	13.0	31.0	20.0	5.0	5.0	5.0	17.0	5.0
49	F	15.0	28.0	18.0	5.0	0.0	3.0	27.0	4.0
50	F	8.0	9.0	9.0	9.0	8.0	9.0	9.0	9.0
