tamano_aula	60
tamano_equipos	5

1	M	6.0	8.0	5.0	9.0	9.0	8.0	20.0	5.0
2	F	10.0	12.0	13.0	4.0	6.0	6.0	10.0	9.0
3	F	14.0	13.0	44.0	3.0	3.0	0.0	16.0	7.0
4	F	4.0	8.0	13.0	9.0	4.0	8.0	22.0	1.0
5	F	8.0	10.0	16.0	3.0	3.0	7.0	13.0	10.0
6	F	11.0	14.0	20.0	9.0	9.0	14.0	17.0	6.0
7	F	13.0	8.0	11.0	3.0	6.0	8.0	17.0	4.0
8	F	9.0	17.0	16.0	13.0	11.0	7.0	16.0	11.0
9	F	8.0	7.0	17.0	5.0	11.0	5.0	11.0	7.0
10	F	6.0	8.0	16.0	9.0	10.0	3.0	14.0	3.0
11	M	12.0	9.0	6.0	5.0	5.0	6.0	11.0	16.0
12	M	10.0	9.0	10.0	3.0	6.0	8.0	11.0	13.0
13	F	7.0	7.0	15.0	13.0	3.0	7.0	7.0	10.0
14	F	10.0	16.0	23.0	10.0	1.0	6.0	19.0	16.0
15	M	7.0	3.0	12.0	2.0	10.0	5.0	22.0	9.0
16	F	8.0	10.0	12.0	7.0	10.0	5.0	11.0	7.0
17	F	9.0	12.0	11.0	1.0	11.0	3.0	13.0	10.0
18	M	6.0	12.0	8.0	10.0	6.0	3.0	11.0	13.0
19	F	7.0	9.0	23.0	3.0	6.0	7.0	4.0	11.0
20	M	6.0	10.0	11.0	12.0	7.0	8.0	10.0	6.0
21	F	15.0	7.0	20.0	4.0	12.0	5.0	5.0	2.0
22	F	20.0	4.0	7.0	9.0	6.0	10.0	6.0	7.0
23	M	15.0	11.0	13.0	13.0	11.0	12.0	15.0	10.0
24	F	7.0	8.0	5.0	15.0	11.0	7.0	18.0	0.0
25	F	6.0	9.0	18.0	10.0	5.0	4.0	11.0	7.0
26	F	13.0	9.0	8.0	4.0	7.0	3.0	15.0	11.0
27	F	7.0	14.0	10.0	8.0	9.0	4.0	15.0	3.0
28	M	13.0	15.0	14.0	11.0	11.0	12.0	14.0	12.0
29	F	18.0	0.0	28.0	0.0	0.0	3.0	0.0	20.0
30	F	4.0	5.0	15.0	12.0	3.0	8.0	9.0	14.0
31	F	9.0	7.0	6.0	7.0	9.0	4.0	25.0	3.0
32	F	10.0	12.0	15.0	10.0	12.0	10.0	19.0	12.0
33	M	10.0	7.0	11.0	8.0	6.0	7.0	19.0	1.0
34	M	7.0	8.0	14.0	6.0	8.0	11.0	9.0	7.0
35	F	10.0	8.0	15.0	10.0	8.0	6.0	9.0	6.0
36	M	6.0	14.0	4.0	9.0	10.0	9.0	18.0	0.0
37	M	10.0	8.0	11.0	5.0	7.0	10.0	13.0	6.0
38	F	11.0	6.0	12.0	9.0	6.0	6.0	15.0	5.0
39	F	10.0	10.0	9.0	7.0	9.0	9.0	9.0	7.0
40	F	8.0	9.0	11.0	8.0	9.0	8.0	9.0	8.0
41	F	20.0	15.0	0.0	8.0	2.0	1.0	15.0	8.0
42	F	3.0	11.0	9.0	11.0	14.0	7.0	10.0	5.0
43	M	8.0	15.0	14.0	5.0	6.0	6.0	5.0	11.0
44	F	51.0	13.0	4.0	3.0	4.0	0.0	9.0	16.0
45	M	11.0	8.0	11.0	6.0	9.0	9.0	4.0	12.0
46	F	16.0	10.0	12.0	12.0	12.0	10.0	14.0	14.0
47	F	13.0	13.0	14.0	12.0	11.0	8.0	14.0	15.0
48	F	16.0	3.0	16.0	2.0	4.0	9.0	9.0	10.0
49	M	10.0	4.0	9.0	0.0	9.0	8.0	25.0	5.0
50	M	3.0	11.0	16.0	11.0	8.0	8.0	6.0	9.0
51	F	10.0	5.0	9.0	10.0	9.0	5.0	15.0	7.0
52	F	5.0	9.0	7.0	18.0	11.0	6.0	6.0	8.0
53	M	4.0	1.0	5.0	17.0	17.0	16.0	7.0	2.0
54	F	12.0	7.0	14.0	6.0	8.0	5.0	9.0	9.0
55	M	11.0	10.0	23.0	13.0	11.0	14.0	13.0	4.0
56	F	0.0	5.0	20.0	18.0	12.0	0.0	15.0	0.0
57	F	9.0	11.0	16.0	5.0	5.0	7.0	12.0	6.0
58	M	12.0	5.0	13.0	12.0	6.0	8.0	9.0	5.0
59	F	0.0	13.0	26.0	7.0	5.0	3.0	10.0	6.0
60	M	4.0	7.0	12.0	12.0	9.0	32.0	14.0	10.0
