tamano_aula	50
tamano_equipos	5

1	F	9.0	11.0	16.0	5.0	5.0	7.0	12.0	6.0
2	M	11.0	12.0	8.0	9.0	7.0	4.0	10.0	9.0
3	F	9.0	5.0	7.0	8.0	10.0	7.0	21.0	3.0
4	F	7.0	6.0	20.0	9.0	3.0	5.0	10.0	12.0
5	M	16.0	9.0	9.0	13.0	10.0	16.0	19.0	10.0
6	M	7.0	13.0	20.0	0.0	8.0	6.0	7.0	9.0
7	F	6.0	5.0	11.0	14.0	9.0	8.0	10.0	7.0
8	M	10.0	10.0	13.0	1.0	11.0	2.0	16.0	7.0
9	F	8.0	11.0	17.0	5.0	7.0	13.0	4.0	5.0
10	F	3.0	11.0	9.0	11.0	14.0	7.0	10.0	5.0
11	M	9.0	9.0	11.0	6.0	9.0	7.0	10.0	9.0
12	M	9.0	16.0	13.0	4.0	1.0	3.0	20.0	4.0
13	M	11.0	10.0	23.0	13.0	11.0	14.0	13.0	4.0
14	F	8.0	8.0	10.0	11.0	10.0	6.0	9.0	8.0
15	M	9.0	10.0	13.0	9.0	6.0	5.0	10.0	8.0
16	F	0.0	5.0	19.0	5.0	20.0	14.0	0.0	6.0
17	F	12.0	18.0	12.0	2.0	0.0	5.0	6.0	14.0
18	F	10.0	12.0	13.0	4.0	6.0	6.0	10.0	9.0
19	M	14.0	7.0	8.0	6.0	12.0	13.0	10.0	0.0
20	F	9.0	11.0	12.0	6.0	4.0	7.0	14.0	7.0
21	F	11.0	7.0	15.0	5.0	4.0	4.0	17.0	7.0
22	F	9.0	11.0	25.0	5.0	3.0	7.0	2.0	8.0
23	F	9.0	6.0	12.0	6.0	7.0	8.0	15.0	7.0
24	F	9.0	6.0	18.0	8.0	8.0	7.0	9.0	5.0
25	F	6.0	10.0	17.0	15.0	2.0	1.0	8.0	11.0
26	M	11.0	8.0	6.0	9.0	10.0	11.0	9.0	6.0
27	F	11.0	8.0	15.0	3.0	8.0	4.0	18.0	3.0
28	M	15.0	11.0	6.0	7.0	4.0	5.0	15.0	6.0
29	F	6.0	5.0	1.0	14.0	11.0	7.0	15.0	11.0
30	M	10.0	8.0	1.0	20.0	9.0	7.0	6.0	9.0
31	F	10.0	9.0	14.0	7.0	6.0	7.0	8.0	9.0
32	M	5.0	10.0	15.0	5.0	0.0	35.0	0.0	0.0
33	M	12.0	4.0	14.0	5.0	9.0	9.0	11.0	6.0
34	M	7.0	10.0	15.0	4.0	6.0	11.0	6.0	11.0
35	M	11.0	13.0	16.0	13.0	10.0	8.0	16.0	12.0
36	M	4.0	13.0	14.0	11.0	10.0	3.0	8.0	7.0
37	F	16.0	3.0	16.0	2.0	4.0	9.0	9.0	10.0
38	M	7.0	16.0	10.0	12.0	1.0	10.0	10.0	5.0
39	F	11.0	19.0	16.0	10.0	7.0	9.0	17.0	11.0
40	F	11.0	11.0	8.0	23.0	4.0	3.0	2.0	7.0
41	M	11.0	8.0	11.0	6.0	9.0	9.0	4.0	12.0
42	M	12.0	16.0	6.0	7.0	2.0	8.0	9.0	10.0
43	F	11.0	6.0	12.0	9.0	6.0	6.0	15.0	5.0
44	M	13.0	9.0	12.0	9.0	8.0	3.0	10.0	6.0
45	F	8.0	7.0	8.0	12.0	5.0	12.0	8.0	8.0
46	F	7.0	13.0	22.0	12.0	0.0	5.0	8.0	3.0
47	F	9.0	7.0	6.0	7.0	9.0	4.0	25.0	3.0
48	F	9.0	11.0	15.0	6.0	2.0	6.0	11.0	10.0
49	M	10.0	8.0	11.0	5.0	7.0	10.0	13.0	6.0
50	M	4.0	7.0	12.0	12.0	9.0	32.0	14.0	10.0
