tamano_aula	50
tamano_equipos	5

1	M	11.0	8.0	9.0	9.0	9.0	7.0	11.0	5.0
2	F	16.0	3.0	16.0	2.0	4.0	9.0	9.0	10.0
3	F	5.0	6.0	5.0	22.0	9.0	6.0	16.0	1.0
4	F	10.0	9.0	14.0	7.0	6.0	7.0	8.0	9.0
5	F	8.0	10.0	10.0	18.0	6.0	4.0	7.0	7.0
6	F	12.0	7.0	10.0	6.0	11.0	4.0	20.0	0.0
7	M	14.0	7.0	19.0	16.0	9.0	19.0	10.0	7.0
8	F	2.0	7.0	10.0	13.0	15.0	15.0	5.0	3.0
9	M	9.0	9.0	11.0	6.0	9.0	7.0	10.0	9.0
10	F	11.0	11.0	8.0	23.0	4.0	3.0	2.0	7.0
11	F	7.0	8.0	9.0	11.0	10.0	7.0	9.0	9.0
12	F	8.0	8.0	14.0	8.0	9.0	7.0	6.0	10.0
13	F	11.0	8.0	15.0	3.0	8.0	4.0	18.0	3.0
14	F	9.0	11.0	11.0	4.0	8.0	7.0	16.0	4.0
15	F	12.0	8.0	17.0	4.0	6.0	4.0	7.0	12.0
16	M	8.0	6.0	22.0	7.0	6.0	8.0	7.0	3.0
17	M	14.0	14.0	13.0	11.0	13.0	12.0	13.0	9.0
18	F	9.0	9.0	16.0	4.0	9.0	7.0	10.0	6.0
19	M	11.0	10.0	19.0	2.0	3.0	6.0	7.0	12.0
20	M	7.0	13.0	20.0	0.0	8.0	6.0	7.0	9.0
21	F	12.0	18.0	12.0	2.0	0.0	5.0	6.0	14.0
22	M	10.0	9.0	10.0	3.0	6.0	8.0	11.0	13.0
23	F	7.0	7.0	18.0	3.0	7.0	4.0	13.0	11.0
24	M	12.0	7.0	11.0	6.0	3.0	9.0	17.0	5.0
25	M	14.0	7.0	8.0	6.0	12.0	13.0	10.0	0.0
26	M	10.0	4.0	9.0	8.0	8.0	7.0	18.0	6.0
27	F	15.0	9.0	18.0	6.0	8.0	2.0	4.0	7.0
28	F	8.0	11.0	11.0	8.0	8.0	5.0	5.0	13.0
29	F	16.0	6.0	7.0	4.0	3.0	6.0	11.0	17.0
30	F	8.0	7.0	17.0	5.0	11.0	5.0	11.0	7.0
31	F	7.0	6.0	20.0	9.0	3.0	5.0	10.0	12.0
32	F	10.0	12.0	15.0	10.0	12.0	10.0	19.0	12.0
33	M	11.0	9.0	10.0	8.0	5.0	8.0	6.0	13.0
34	F	10.0	8.0	13.0	15.0	8.0	7.0	3.0	6.0
35	F	11.0	8.0	8.0	10.0	7.0	6.0	15.0	6.0
36	F	10.0	9.0	11.0	7.0	9.0	7.0	11.0	7.0
37	F	7.0	4.0	12.0	9.0	7.0	9.0	15.0	6.0
38	F	10.0	9.0	13.0	8.0	4.0	8.0	11.0	7.0
39	F	6.0	11.0	20.0	4.0	5.0	4.0	19.0	1.0
40	F	18.0	8.0	21.0	4.0	13.0	0.0	30.0	6.0
41	F	6.0	14.0	31.0	9.0	9.0	1.0	19.0	11.0
42	M	3.0	11.0	16.0	11.0	8.0	8.0	6.0	9.0
43	F	11.0	4.0	20.0	1.0	5.0	6.0	11.0	12.0
44	F	12.0	9.0	20.0	4.0	8.0	4.0	5.0	8.0
45	F	6.0	5.0	1.0	14.0	11.0	7.0	15.0	11.0
46	M	5.0	9.0	16.0	15.0	5.0	3.0	9.0	8.0
47	F	11.0	6.0	12.0	9.0	6.0	6.0	15.0	5.0
48	F	6.0	10.0	37.0	6.0	4.0	3.0	14.0	20.0
49	F	9.0	11.0	9.0	9.0	11.0	9.0	7.0	6.0
50	F	15.0	10.0	7.0	6.0	6.0	6.0	10.0	12.0
