tamano_aula	40
tamano_equipos	5

1	F	10.0	8.0	15.0	10.0	8.0	6.0	9.0	6.0
2	M	6.0	10.0	11.0	12.0	7.0	8.0	10.0	6.0
3	M	10.0	8.0	11.0	5.0	7.0	10.0	13.0	6.0
4	F	10.0	10.0	9.0	7.0	9.0	9.0	9.0	7.0
5	M	10.0	7.0	11.0	8.0	6.0	7.0	19.0	1.0
6	F	15.0	15.0	19.0	1.0	9.0	12.0	22.0	7.0
7	M	14.0	16.0	20.0	4.0	9.0	4.0	27.0	6.0
8	M	9.0	9.0	11.0	6.0	9.0	7.0	10.0	9.0
9	M	11.0	7.0	12.0	8.0	3.0	7.0	13.0	10.0
10	M	11.0	7.0	9.0	6.0	10.0	8.0	13.0	6.0
11	F	15.0	9.0	14.0	15.0	12.0	6.0	9.0	19.0
12	F	15.0	9.0	18.0	6.0	8.0	2.0	4.0	7.0
13	F	16.0	10.0	12.0	12.0	12.0	10.0	14.0	14.0
14	F	17.0	0.0	24.0	9.0	17.0	6.0	20.0	7.0
15	F	10.0	10.0	6.0	6.0	6.0	5.0	23.0	4.0
16	F	5.0	6.0	5.0	20.0	8.0	0.0	25.0	1.0
17	F	13.0	20.0	13.0	10.0	11.0	21.0	11.0	0.0
18	F	12.0	7.0	14.0	6.0	8.0	5.0	9.0	9.0
19	F	5.0	10.0	12.0	13.0	6.0	6.0	12.0	6.0
20	M	13.0	12.0	12.0	13.0	12.0	13.0	12.0	12.0
21	M	11.0	7.0	9.0	7.0	8.0	7.0	13.0	8.0
22	F	5.0	7.0	2.0	14.0	7.0	10.0	14.0	11.0
23	F	16.0	6.0	7.0	4.0	3.0	6.0	11.0	17.0
24	F	8.0	7.0	21.0	8.0	2.0	7.0	11.0	6.0
25	M	13.0	10.0	7.0	9.0	8.0	5.0	13.0	5.0
26	F	6.0	5.0	1.0	14.0	11.0	7.0	15.0	11.0
27	F	12.0	12.0	8.0	10.0	7.0	5.0	9.0	7.0
28	M	11.0	8.0	18.0	20.0	9.0	12.0	12.0	9.0
29	F	10.0	11.0	10.0	6.0	7.0	9.0	9.0	8.0
30	M	7.0	3.0	12.0	2.0	10.0	5.0	22.0	9.0
31	M	8.0	11.0	14.0	2.0	3.0	11.0	9.0	12.0
32	M	7.0	13.0	20.0	0.0	8.0	6.0	7.0	9.0
33	F	8.0	7.0	17.0	6.0	4.0	4.0	7.0	17.0
34	F	10.0	13.0	13.0	9.0	10.0	4.0	34.0	7.0
35	F	11.0	9.0	6.0	10.0	8.0	4.0	12.0	10.0
36	F	12.0	14.0	8.0	5.0	4.0	4.0	13.0	10.0
37	F	11.0	11.0	8.0	23.0	4.0	3.0	2.0	7.0
38	F	6.0	5.0	11.0	14.0	9.0	8.0	10.0	7.0
39	F	14.0	7.0	14.0	4.0	7.0	8.0	10.0	6.0
40	M	6.0	14.0	4.0	9.0	10.0	9.0	18.0	0.0
