tamano_aula	40
tamano_equipos	5

1	F	17.0	0.0	10.0	26.0	7.0	10.0	7.0	22.0
2	F	9.0	11.0	25.0	5.0	3.0	7.0	2.0	8.0
3	M	14.0	16.0	20.0	4.0	9.0	4.0	27.0	6.0
4	F	15.0	10.0	7.0	6.0	6.0	6.0	10.0	12.0
5	M	5.0	9.0	16.0	15.0	5.0	3.0	9.0	8.0
6	F	13.0	12.0	13.0	1.0	8.0	8.0	10.0	5.0
7	F	1.0	21.0	30.0	1.0	16.0	4.0	23.0	3.0
8	M	4.0	13.0	14.0	11.0	10.0	3.0	8.0	7.0
9	M	8.0	9.0	10.0	5.0	8.0	5.0	16.0	9.0
10	F	9.0	11.0	9.0	9.0	11.0	9.0	7.0	6.0
11	F	2.0	21.0	34.0	0.0	2.0	0.0	5.0	6.0
12	M	6.0	8.0	5.0	9.0	9.0	8.0	20.0	5.0
13	M	14.0	14.0	13.0	11.0	13.0	12.0	13.0	9.0
14	M	9.0	18.0	5.0	8.0	5.0	6.0	11.0	7.0
15	F	2.0	7.0	10.0	13.0	15.0	15.0	5.0	3.0
16	F	3.0	12.0	15.0	6.0	9.0	6.0	16.0	3.0
17	M	11.0	7.0	12.0	8.0	3.0	7.0	13.0	10.0
18	M	8.0	15.0	14.0	5.0	6.0	6.0	5.0	11.0
19	F	4.0	9.0	22.0	7.0	29.0	10.0	13.0	6.0
20	F	11.0	9.0	12.0	9.0	5.0	7.0	8.0	9.0
21	M	7.0	15.0	16.0	5.0	7.0	8.0	7.0	5.0
22	F	11.0	19.0	16.0	10.0	7.0	9.0	17.0	11.0
23	M	4.0	1.0	5.0	17.0	17.0	16.0	7.0	2.0
24	F	8.0	7.0	17.0	6.0	4.0	4.0	7.0	17.0
25	F	7.0	6.0	20.0	9.0	3.0	5.0	10.0	12.0
26	F	15.0	9.0	18.0	6.0	8.0	2.0	4.0	7.0
27	F	7.0	8.0	5.0	15.0	11.0	7.0	18.0	0.0
28	F	10.0	16.0	23.0	10.0	1.0	6.0	19.0	16.0
29	F	11.0	10.0	13.0	13.0	6.0	5.0	9.0	4.0
30	M	8.0	9.0	11.0	5.0	6.0	12.0	14.0	5.0
31	F	30.0	14.0	7.0	16.0	10.0	0.0	9.0	14.0
32	F	15.0	7.0	20.0	4.0	12.0	5.0	5.0	2.0
33	M	7.0	12.0	11.0	6.0	5.0	6.0	10.0	13.0
34	F	9.0	9.0	21.0	7.0	7.0	4.0	7.0	4.0
35	F	11.0	9.0	9.0	8.0	10.0	8.0	10.0	7.0
36	F	4.0	27.0	15.0	7.0	0.0	2.0	13.0	2.0
37	F	10.0	4.0	39.0	3.0	3.0	2.0	6.0	3.0
38	M	7.0	13.0	20.0	0.0	8.0	6.0	7.0	9.0
39	F	7.0	11.0	7.0	5.0	3.0	5.0	23.0	9.0
40	F	8.0	9.0	11.0	8.0	9.0	8.0	9.0	8.0
