tamano_aula	60
tamano_equipos	5

1	F	13.0	9.0	8.0	4.0	7.0	3.0	15.0	11.0
2	M	7.0	15.0	16.0	5.0	7.0	8.0	7.0	5.0
3	M	14.0	13.0	12.0	4.0	4.0	9.0	10.0	4.0
4	M	16.0	8.0	20.0	7.0	4.0	5.0	4.0	6.0
5	F	16.0	3.0	16.0	2.0	4.0	9.0	9.0	10.0
6	F	3.0	11.0	9.0	11.0	14.0	7.0	10.0	5.0
7	M	10.0	4.0	9.0	0.0	9.0	8.0	25.0	5.0
8	M	7.0	12.0	11.0	6.0	5.0	6.0	10.0	13.0
9	F	9.0	11.0	12.0	6.0	4.0	7.0	14.0	7.0
10	F	11.0	4.0	20.0	1.0	5.0	6.0	11.0	12.0
11	M	3.0	11.0	16.0	11.0	8.0	8.0	6.0	9.0
12	M	6.0	14.0	12.0	2.0	8.0	7.0	18.0	4.0
13	F	10.0	10.0	9.0	7.0	9.0	9.0	9.0	7.0
14	F	6.0	5.0	11.0	14.0	9.0	8.0	10.0	7.0
15	F	7.0	8.0	9.0	11.0	10.0	7.0	9.0	9.0
16	F	11.0	10.0	12.0	8.0	8.0	11.0	11.0	0.0
17	F	9.0	9.0	16.0	6.0	1.0	5.0	8.0	16.0
18	F	10.0	10.0	6.0	6.0	6.0	5.0	23.0	4.0
19	F	12.0	7.0	10.0	6.0	11.0	4.0	20.0	0.0
20	M	16.0	8.0	7.0	13.0	0.0	11.0	15.0	0.0
21	F	3.0	8.0	10.0	8.0	12.0	7.0	9.0	11.0
22	M	9.0	18.0	5.0	8.0	5.0	6.0	11.0	7.0
23	F	12.0	9.0	13.0	5.0	5.0	6.0	11.0	9.0
24	M	13.0	9.0	12.0	9.0	8.0	3.0	10.0	6.0
25	F	2.0	11.0	14.0	7.0	8.0	3.0	15.0	9.0
26	F	12.0	9.0	20.0	4.0	8.0	4.0	5.0	8.0
27	F	10.0	8.0	13.0	15.0	8.0	7.0	3.0	6.0
28	F	0.0	5.0	20.0	18.0	12.0	0.0	15.0	0.0
29	M	6.0	10.0	10.0	4.0	7.0	5.0	14.0	14.0
30	F	8.0	8.0	15.0	10.0	8.0	4.0	10.0	7.0
31	F	10.0	11.0	12.0	5.0	5.0	6.0	11.0	10.0
32	F	10.0	8.0	15.0	10.0	8.0	6.0	9.0	6.0
33	F	5.0	6.0	3.0	14.0	10.0	7.0	16.0	9.0
34	M	11.0	12.0	8.0	9.0	7.0	4.0	10.0	9.0
35	M	12.0	14.0	14.0	11.0	11.0	12.0	14.0	12.0
36	F	5.0	25.0	13.0	10.0	8.0	8.0	18.0	12.0
37	F	10.0	10.0	31.0	14.0	3.0	11.0	7.0	13.0
38	F	18.0	8.0	21.0	4.0	13.0	0.0	30.0	6.0
39	F	13.0	8.0	11.0	3.0	6.0	8.0	17.0	4.0
40	M	6.0	8.0	6.0	6.0	8.0	0.0	27.0	9.0
41	F	10.0	16.0	23.0	10.0	1.0	6.0	19.0	16.0
42	M	12.0	5.0	8.0	6.0	10.0	11.0	14.0	4.0
43	F	16.0	12.0	5.0	6.0	10.0	6.0	10.0	4.0
44	F	15.0	13.0	6.0	5.0	10.0	6.0	24.0	21.0
45	F	11.0	7.0	13.0	6.0	6.0	4.0	14.0	9.0
46	F	6.0	9.0	18.0	10.0	5.0	4.0	11.0	7.0
47	F	9.0	17.0	16.0	13.0	11.0	7.0	16.0	11.0
48	F	8.0	5.0	17.0	6.0	3.0	2.0	22.0	7.0
49	F	17.0	11.0	16.0	4.0	6.0	17.0	14.0	14.0
50	F	11.0	9.0	12.0	9.0	5.0	7.0	8.0	9.0
51	M	19.0	4.0	12.0	8.0	3.0	7.0	9.0	8.0
52	F	7.0	4.0	12.0	9.0	7.0	9.0	15.0	6.0
53	M	4.0	7.0	12.0	12.0	9.0	32.0	14.0	10.0
54	F	4.0	7.0	39.0	4.0	19.0	3.0	10.0	14.0
55	M	6.0	12.0	24.0	3.0	2.0	3.0	12.0	9.0
56	F	4.0	8.0	11.0	14.0	13.0	1.0	14.0	7.0
57	F	7.0	11.0	20.0	7.0	6.0	5.0	6.0	8.0
58	F	12.0	7.0	14.0	6.0	8.0	5.0	9.0	9.0
59	F	7.0	7.0	18.0	3.0	7.0	4.0	13.0	11.0
60	M	10.0	9.0	10.0	3.0	6.0	8.0	11.0	13.0
