tamano_aula	50
tamano_equipos	5

1	M	8.0	16.0	7.0	16.0	10.0	3.0	9.0	1.0
2	F	13.0	10.0	15.0	6.0	8.0	5.0	10.0	3.0
3	F	15.0	9.0	18.0	6.0	8.0	2.0	4.0	7.0
4	F	9.0	4.0	16.0	7.0	6.0	8.0	7.0	13.0
5	M	13.0	15.0	14.0	11.0	11.0	12.0	14.0	12.0
6	F	13.0	12.0	13.0	1.0	8.0	8.0	10.0	5.0
7	M	7.0	4.0	12.0	25.0	10.0	0.0	19.0	23.0
8	M	8.0	8.0	8.0	8.0	6.0	12.0	7.0	11.0
9	M	9.0	11.0	11.0	6.0	3.0	5.0	11.0	14.0
10	M	9.0	8.0	5.0	7.0	8.0	16.0	9.0	8.0
11	F	9.0	6.0	12.0	6.0	7.0	8.0	15.0	7.0
12	F	5.0	10.0	12.0	13.0	6.0	6.0	12.0	6.0
13	M	11.0	11.0	14.0	6.0	2.0	5.0	14.0	7.0
14	M	6.0	14.0	4.0	9.0	10.0	9.0	18.0	0.0
15	F	6.0	13.0	16.0	6.0	5.0	4.0	10.0	10.0
16	F	8.0	10.0	16.0	11.0	4.0	4.0	14.0	2.0
17	M	4.0	13.0	14.0	11.0	10.0	3.0	8.0	7.0
18	M	23.0	14.0	19.0	3.0	3.0	1.0	24.0	13.0
19	M	11.0	8.0	18.0	20.0	9.0	12.0	12.0	9.0
20	F	8.0	7.0	17.0	5.0	11.0	5.0	11.0	7.0
21	M	6.0	10.0	10.0	4.0	7.0	5.0	14.0	14.0
22	F	9.0	11.0	15.0	6.0	2.0	6.0	11.0	10.0
23	F	9.0	12.0	11.0	1.0	11.0	3.0	13.0	10.0
24	M	9.0	9.0	11.0	10.0	4.0	10.0	5.0	13.0
25	F	9.0	8.0	11.0	10.0	7.0	7.0	11.0	7.0
26	F	10.0	9.0	11.0	7.0	9.0	7.0	11.0	7.0
27	M	12.0	9.0	6.0	5.0	5.0	6.0	11.0	16.0
28	M	3.0	11.0	16.0	11.0	8.0	8.0	6.0	9.0
29	M	8.0	9.0	11.0	5.0	6.0	12.0	14.0	5.0
30	F	4.0	27.0	15.0	7.0	0.0	2.0	13.0	2.0
31	M	11.0	14.0	11.0	8.0	4.0	9.0	6.0	7.0
32	F	7.0	8.0	9.0	11.0	10.0	7.0	9.0	9.0
33	F	4.0	7.0	39.0	4.0	19.0	3.0	10.0	14.0
34	F	11.0	11.0	8.0	23.0	4.0	3.0	2.0	7.0
35	M	5.0	11.0	9.0	13.0	8.0	6.0	13.0	5.0
36	F	21.0	21.0	13.0	6.0	3.0	11.0	16.0	9.0
37	M	7.0	10.0	15.0	4.0	6.0	11.0	6.0	11.0
38	M	12.0	7.0	11.0	6.0	3.0	9.0	17.0	5.0
39	M	11.0	21.0	5.0	7.0	7.0	7.0	10.0	3.0
40	F	8.0	5.0	17.0	6.0	3.0	2.0	22.0	7.0
41	F	7.0	14.0	10.0	8.0	9.0	4.0	15.0	3.0
42	F	13.0	8.0	11.0	3.0	6.0	8.0	17.0	4.0
43	F	15.0	28.0	18.0	5.0	0.0	3.0	27.0	4.0
44	F	9.0	7.0	9.0	6.0	6.0	12.0	13.0	8.0
45	F	20.0	13.0	6.0	9.0	9.0	16.0	10.0	19.0
46	F	2.0	15.0	25.0	1.0	3.0	2.0	16.0	6.0
47	F	4.0	5.0	15.0	12.0	3.0	8.0	9.0	14.0
48	F	51.0	13.0	4.0	3.0	4.0	0.0	9.0	16.0
49	F	11.0	19.0	16.0	10.0	7.0	9.0	17.0	11.0
50	F	8.0	24.0	16.0	8.0	9.0	7.0	16.0	11.0
