tamano_aula	50
tamano_equipos	5

1	M	20.0	11.0	9.0	4.0	9.0	21.0	17.0	9.0
2	F	4.0	5.0	15.0	12.0	3.0	8.0	9.0	14.0
3	M	10.0	11.0	13.0	9.0	6.0	5.0	13.0	3.0
4	F	51.0	13.0	4.0	3.0	4.0	0.0	9.0	16.0
5	F	17.0	0.0	10.0	26.0	7.0	10.0	7.0	22.0
6	M	11.0	8.0	18.0	20.0	9.0	12.0	12.0	9.0
7	M	8.0	12.0	8.0	7.0	9.0	6.0	14.0	6.0
8	M	4.0	1.0	5.0	17.0	17.0	16.0	7.0	2.0
9	M	11.0	9.0	10.0	8.0	5.0	8.0	6.0	13.0
10	F	8.0	9.0	9.0	9.0	8.0	9.0	9.0	9.0
11	F	14.0	7.0	14.0	4.0	7.0	8.0	10.0	6.0
12	M	5.0	10.0	15.0	5.0	0.0	35.0	0.0	0.0
13	M	16.0	8.0	20.0	7.0	4.0	5.0	4.0	6.0
14	F	3.0	8.0	10.0	8.0	12.0	7.0	9.0	11.0
15	F	10.0	12.0	13.0	4.0	6.0	6.0	10.0	9.0
16	F	12.0	7.0	10.0	6.0	11.0	4.0	20.0	0.0
17	F	10.0	12.0	11.0	9.0	5.0	5.0	8.0	10.0
18	M	5.0	11.0	29.0	4.0	7.0	4.0	1.0	9.0
19	F	16.0	3.0	16.0	2.0	4.0	9.0	9.0	10.0
20	M	16.0	9.0	9.0	13.0	10.0	16.0	19.0	10.0
21	M	13.0	10.0	7.0	9.0	8.0	5.0	13.0	5.0
22	F	12.0	7.0	14.0	6.0	8.0	5.0	9.0	9.0
23	F	12.0	14.0	8.0	5.0	4.0	4.0	13.0	10.0
24	F	13.0	31.0	20.0	5.0	5.0	5.0	17.0	5.0
25	F	7.0	11.0	20.0	7.0	6.0	5.0	6.0	8.0
26	M	12.0	16.0	6.0	7.0	2.0	8.0	9.0	10.0
27	F	0.0	5.0	19.0	5.0	20.0	14.0	0.0	6.0
28	M	12.0	5.0	13.0	12.0	6.0	8.0	9.0	5.0
29	M	7.0	12.0	11.0	6.0	5.0	6.0	10.0	13.0
30	F	20.0	4.0	7.0	9.0	6.0	10.0	6.0	7.0
31	F	29.0	17.0	20.0	6.0	6.0	3.0	20.0	0.0
32	F	9.0	6.0	14.0	5.0	8.0	5.0	7.0	16.0
33	F	7.0	8.0	9.0	11.0	10.0	7.0	9.0	9.0
34	M	8.0	11.0	14.0	2.0	3.0	11.0	9.0	12.0
35	F	10.0	9.0	12.0	4.0	11.0	2.0	19.0	3.0
36	F	17.0	0.0	24.0	9.0	17.0	6.0	20.0	7.0
37	F	5.0	6.0	22.0	6.0	7.0	5.0	14.0	6.0
38	M	9.0	16.0	13.0	4.0	1.0	3.0	20.0	4.0
39	F	15.0	14.0	13.0	1.0	7.0	7.0	10.0	3.0
40	F	0.0	13.0	26.0	7.0	5.0	3.0	10.0	6.0
41	F	12.0	9.0	13.0	5.0	5.0	6.0	11.0	9.0
42	M	13.0	9.0	12.0	9.0	8.0	3.0	10.0	6.0
43	F	15.0	7.0	11.0	6.0	7.0	8.0	14.0	2.0
44	F	3.0	11.0	9.0	11.0	14.0	7.0	10.0	5.0
45	F	11.0	7.0	15.0	5.0	4.0	4.0	17.0	7.0
46	M	10.0	10.0	13.0	1.0	11.0	2.0	16.0	7.0
47	M	6.0	8.0	5.0	9.0	9.0	8.0	20.0	5.0
48	F	10.0	11.0	10.0	6.0	7.0	9.0	9.0	8.0
49	M	12.0	7.0	11.0	6.0	3.0	9.0	17.0	5.0
50	F	13.0	10.0	15.0	6.0	8.0	5.0	10.0	3.0
