tamano_aula	60
tamano_equipos	5

1	M	10.0	7.0	11.0	8.0	6.0	7.0	19.0	1.0
2	M	7.0	16.0	10.0	12.0	1.0	10.0	10.0	5.0
3	M	11.0	7.0	9.0	6.0	10.0	8.0	13.0	6.0
4	F	7.0	10.0	12.0	6.0	9.0	7.0	13.0	6.0
5	F	11.0	10.0	13.0	13.0	6.0	5.0	9.0	4.0
6	F	12.0	7.0	14.0	6.0	8.0	5.0	9.0	9.0
7	M	14.0	7.0	11.0	13.0	11.0	4.0	31.0	7.0
8	M	17.0	14.0	10.0	17.0	1.0	14.0	10.0	16.0
9	M	11.0	15.0	10.0	7.0	6.0	7.0	7.0	7.0
10	F	11.0	10.0	12.0	8.0	8.0	11.0	11.0	0.0
11	F	20.0	13.0	6.0	9.0	9.0	16.0	10.0	19.0
12	F	11.0	19.0	16.0	10.0	7.0	9.0	17.0	11.0
13	F	17.0	0.0	10.0	26.0	7.0	10.0	7.0	22.0
14	F	5.0	6.0	5.0	22.0	9.0	6.0	16.0	1.0
15	F	15.0	15.0	15.0	8.0	13.0	17.0	17.0	14.0
16	F	14.0	7.0	7.0	5.0	2.0	5.0	20.0	10.0
17	F	23.0	7.0	16.0	3.0	12.0	13.0	23.0	3.0
18	M	5.0	10.0	15.0	5.0	0.0	35.0	0.0	0.0
19	F	10.0	12.0	13.0	4.0	6.0	6.0	10.0	9.0
20	F	9.0	7.0	9.0	6.0	6.0	12.0	13.0	8.0
21	F	6.0	8.0	16.0	9.0	10.0	3.0	14.0	3.0
22	M	14.0	7.0	8.0	6.0	12.0	13.0	10.0	0.0
23	M	9.0	9.0	11.0	10.0	4.0	10.0	5.0	13.0
24	F	15.0	28.0	18.0	5.0	0.0	3.0	27.0	4.0
25	M	14.0	13.0	12.0	4.0	4.0	9.0	10.0	4.0
26	F	8.0	6.0	14.0	8.0	10.0	7.0	10.0	7.0
27	F	6.0	5.0	1.0	14.0	11.0	7.0	15.0	11.0
28	F	15.0	7.0	20.0	4.0	12.0	5.0	5.0	2.0
29	F	12.0	8.0	17.0	4.0	6.0	4.0	7.0	12.0
30	M	8.0	16.0	7.0	16.0	10.0	3.0	9.0	1.0
31	F	51.0	13.0	4.0	3.0	4.0	0.0	9.0	16.0
32	M	12.0	5.0	8.0	6.0	10.0	11.0	14.0	4.0
33	M	8.0	9.0	11.0	5.0	6.0	12.0	14.0	5.0
34	M	14.0	16.0	20.0	4.0	9.0	4.0	27.0	6.0
35	M	6.0	12.0	12.0	10.0	7.0	7.0	13.0	3.0
36	M	13.0	14.0	17.0	0.0	9.0	10.0	7.0	0.0
37	F	8.0	7.0	17.0	6.0	4.0	4.0	7.0	17.0
38	M	16.0	8.0	20.0	7.0	4.0	5.0	4.0	6.0
39	M	6.0	11.0	14.0	5.0	3.0	6.0	14.0	11.0
40	F	0.0	13.0	26.0	7.0	5.0	3.0	10.0	6.0
41	F	9.0	9.0	16.0	6.0	1.0	5.0	8.0	16.0
42	F	10.0	13.0	13.0	9.0	10.0	4.0	34.0	7.0
43	M	5.0	8.0	13.0	14.0	6.0	6.0	12.0	6.0
44	F	6.0	10.0	17.0	15.0	2.0	1.0	8.0	11.0
45	F	6.0	9.0	18.0	10.0	5.0	4.0	11.0	7.0
46	F	11.0	7.0	13.0	6.0	6.0	4.0	14.0	9.0
47	F	14.0	7.0	18.0	3.0	0.0	4.0	8.0	16.0
48	F	14.0	7.0	14.0	4.0	7.0	8.0	10.0	6.0
49	M	10.0	8.0	1.0	20.0	9.0	7.0	6.0	9.0
50	F	7.0	15.0	20.0	1.0	2.0	6.0	5.0	14.0
51	F	9.0	6.0	14.0	5.0	8.0	5.0	7.0	16.0
52	F	7.0	6.0	20.0	9.0	3.0	5.0	10.0	12.0
53	F	13.0	10.0	15.0	6.0	8.0	5.0	10.0	3.0
54	F	8.0	5.0	17.0	6.0	3.0	2.0	22.0	7.0
55	M	7.0	12.0	11.0	6.0	5.0	6.0	10.0	13.0
56	M	13.0	9.0	12.0	9.0	8.0	3.0	10.0	6.0
57	F	23.0	5.0	15.0	9.0	6.0	12.0	17.0	12.0
58	M	10.0	10.0	13.0	1.0	11.0	2.0	16.0	7.0
59	F	7.0	11.0	20.0	7.0	6.0	5.0	6.0	8.0
60	F	12.0	9.0	10.0	1.0	8.0	9.0	16.0	3.0
