tamano_aula	40
tamano_equipos	5

1	F	9.0	6.0	18.0	8.0	8.0	7.0	9.0	5.0
2	M	7.0	3.0	12.0	2.0	10.0	5.0	22.0	9.0
3	F	11.0	10.0	13.0	13.0	6.0	5.0	9.0	4.0
4	M	11.0	10.0	23.0	13.0	11.0	14.0	13.0	4.0
5	M	15.0	9.0	5.0	7.0	5.0	8.0	14.0	7.0
6	F	7.0	5.0	11.0	7.0	7.0	7.0	22.0	4.0
7	F	8.0	7.0	17.0	6.0	4.0	4.0	7.0	17.0
8	F	10.0	16.0	23.0	10.0	1.0	6.0	19.0	16.0
9	F	29.0	17.0	20.0	6.0	6.0	3.0	20.0	0.0
10	M	8.0	8.0	8.0	8.0	6.0	12.0	7.0	11.0
11	F	6.0	10.0	37.0	6.0	4.0	3.0	14.0	20.0
12	F	17.0	11.0	16.0	4.0	6.0	17.0	14.0	14.0
13	M	10.0	8.0	1.0	20.0	9.0	7.0	6.0	9.0
14	M	9.0	11.0	11.0	6.0	3.0	5.0	11.0	14.0
15	M	13.0	12.0	12.0	13.0	12.0	13.0	12.0	12.0
16	F	8.0	7.0	17.0	5.0	11.0	5.0	11.0	7.0
17	F	11.0	7.0	15.0	5.0	4.0	4.0	17.0	7.0
18	F	6.0	5.0	1.0	14.0	11.0	7.0	15.0	11.0
19	F	15.0	15.0	19.0	1.0	9.0	12.0	22.0	7.0
20	M	10.0	9.0	10.0	3.0	6.0	8.0	11.0	13.0
21	M	7.0	13.0	20.0	0.0	8.0	6.0	7.0	9.0
22	F	8.0	24.0	16.0	8.0	9.0	7.0	16.0	11.0
23	F	10.0	12.0	11.0	9.0	5.0	5.0	8.0	10.0
24	M	14.0	14.0	11.0	13.0	11.0	13.0	12.0	12.0
25	F	17.0	0.0	10.0	26.0	7.0	10.0	7.0	22.0
26	F	2.0	11.0	14.0	7.0	8.0	3.0	15.0	9.0
27	F	4.0	7.0	39.0	4.0	19.0	3.0	10.0	14.0
28	F	7.0	4.0	12.0	9.0	7.0	9.0	15.0	6.0
29	F	9.0	11.0	12.0	6.0	4.0	7.0	14.0	7.0
30	F	14.0	10.0	17.0	6.0	14.0	7.0	24.0	7.0
31	F	11.0	17.0	21.0	17.0	1.0	17.0	9.0	6.0
32	F	6.0	13.0	16.0	6.0	5.0	4.0	10.0	10.0
33	F	12.0	18.0	23.0	8.0	5.0	8.0	10.0	15.0
34	M	10.0	10.0	13.0	1.0	11.0	2.0	16.0	7.0
35	F	9.0	5.0	7.0	8.0	10.0	7.0	21.0	3.0
36	M	6.0	8.0	6.0	6.0	8.0	0.0	27.0	9.0
37	F	23.0	7.0	16.0	3.0	12.0	13.0	23.0	3.0
38	F	9.0	9.0	21.0	7.0	7.0	4.0	7.0	4.0
39	F	5.0	10.0	18.0	9.0	4.0	13.0	9.0	4.0
40	F	8.0	10.0	10.0	18.0	6.0	4.0	7.0	7.0
