tamano_aula	50
tamano_equipos	5

1	F	12.0	7.0	7.0	8.0	7.0	7.0	19.0	3.0
2	M	8.0	6.0	22.0	7.0	6.0	8.0	7.0	3.0
3	M	16.0	9.0	9.0	13.0	10.0	16.0	19.0	10.0
4	M	11.0	7.0	9.0	7.0	8.0	7.0	13.0	8.0
5	F	7.0	6.0	20.0	9.0	3.0	5.0	10.0	12.0
6	M	10.0	7.0	11.0	8.0	6.0	7.0	19.0	1.0
7	F	8.0	11.0	17.0	5.0	7.0	13.0	4.0	5.0
8	M	7.0	3.0	12.0	2.0	10.0	5.0	22.0	9.0
9	F	7.0	9.0	23.0	3.0	6.0	7.0	4.0	11.0
10	M	12.0	7.0	11.0	6.0	3.0	9.0	17.0	5.0
11	F	0.0	5.0	20.0	18.0	12.0	0.0	15.0	0.0
12	F	12.0	7.0	14.0	6.0	8.0	5.0	9.0	9.0
13	F	51.0	13.0	4.0	3.0	4.0	0.0	9.0	16.0
14	F	13.0	10.0	15.0	6.0	8.0	5.0	10.0	3.0
15	F	11.0	9.0	6.0	10.0	8.0	4.0	12.0	10.0
16	F	14.0	15.0	15.0	12.0	8.0	11.0	13.0	11.0
17	F	9.0	7.0	6.0	7.0	9.0	4.0	25.0	3.0
18	F	9.0	11.0	9.0	9.0	11.0	9.0	7.0	6.0
19	F	12.0	14.0	8.0	5.0	4.0	4.0	13.0	10.0
20	F	15.0	13.0	6.0	5.0	10.0	6.0	24.0	21.0
21	F	11.0	10.0	12.0	8.0	8.0	11.0	11.0	0.0
22	F	7.0	8.0	5.0	15.0	11.0	7.0	18.0	0.0
23	F	8.0	10.0	12.0	7.0	10.0	5.0	11.0	7.0
24	F	30.0	14.0	7.0	16.0	10.0	0.0	9.0	14.0
25	M	8.0	7.0	19.0	9.0	11.0	5.0	2.0	9.0
26	M	10.0	0.0	6.0	12.0	5.0	13.0	14.0	10.0
27	F	6.0	5.0	18.0	17.0	3.0	2.0	5.0	13.0
28	F	4.0	8.0	11.0	14.0	13.0	1.0	14.0	7.0
29	F	18.0	4.0	11.0	8.0	7.0	12.0	8.0	2.0
30	F	2.0	11.0	14.0	7.0	8.0	3.0	15.0	9.0
31	F	11.0	17.0	21.0	17.0	1.0	17.0	9.0	6.0
32	M	6.0	10.0	10.0	4.0	7.0	5.0	14.0	14.0
33	M	7.0	9.0	6.0	7.0	14.0	8.0	15.0	4.0
34	F	4.0	9.0	22.0	7.0	29.0	10.0	13.0	6.0
35	F	7.0	21.0	7.0	10.0	17.0	1.0	27.0	9.0
36	M	9.0	9.0	11.0	10.0	4.0	10.0	5.0	13.0
37	F	11.0	9.0	12.0	9.0	5.0	7.0	8.0	9.0
38	F	6.0	9.0	18.0	10.0	5.0	4.0	11.0	7.0
39	M	7.0	13.0	20.0	0.0	8.0	6.0	7.0	9.0
40	F	7.0	5.0	11.0	7.0	7.0	7.0	22.0	4.0
41	M	6.0	14.0	4.0	9.0	10.0	9.0	18.0	0.0
42	F	11.0	8.0	8.0	10.0	7.0	6.0	15.0	6.0
43	F	9.0	11.0	15.0	6.0	2.0	6.0	11.0	10.0
44	M	11.0	10.0	23.0	13.0	11.0	14.0	13.0	4.0
45	M	5.0	10.0	15.0	5.0	0.0	35.0	0.0	0.0
46	F	7.0	7.0	15.0	13.0	3.0	7.0	7.0	10.0
47	F	10.0	12.0	15.0	10.0	12.0	10.0	19.0	12.0
48	M	11.0	8.0	11.0	6.0	9.0	9.0	4.0	12.0
49	F	21.0	21.0	13.0	6.0	3.0	11.0	16.0	9.0
50	F	16.0	6.0	7.0	4.0	3.0	6.0	11.0	17.0
